Year_Birth,Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
1971.0,Post Graduated,49505.0,1,1,4.0,604.0,0.0,100.0,19.0,0.0,28.0,9.0,10.0,2.0,8.0,8.0,0,0,0,0,0,0.0,3,11,0,2,52.0,Partner,4,Adult,751.0,2
1973.0,Post Graduated,37401.0,1,0,14.0,19.0,3.0,19.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,1,50.0,Partner,3,Adult,48.0,2
1983.0,Graduated,30096.0,1,0,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0.0,3,11,0,1,40.0,Partner,3,Adult,45.0,4
1982.0,Post Graduated,18492.0,1,0,75.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0.0,3,11,0,1,41.0,Partner,3,Adult,10.0,1
1974.0,Post Graduated,82584.0,0,0,26.0,1076.0,68.0,103.0,29.0,91.0,68.0,1.0,3.0,4.0,8.0,1.0,0,1,1,0,0,0.0,3,11,1,0,49.0,Partner,2,Adult,1435.0,0
1945.0,Post Graduated,93027.0,0,0,77.0,1285.0,42.0,716.0,55.0,0.0,21.0,0.0,7.0,10.0,5.0,2.0,0,0,1,0,0,0.0,3,11,0,0,78.0,Partner,2,Elderly,2119.0,0
1953.0,Graduated,48686.0,1,2,8.0,10.0,0.0,7.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0.0,3,11,0,3,70.0,Partner,5,Elderly,20.0,1
1986.0,Graduated,92910.0,0,0,42.0,551.0,137.0,792.0,179.0,103.0,33.0,1.0,6.0,7.0,13.0,1.0,0,1,1,1,0,0.0,3,11,0,0,37.0,Partner,2,Adult,1795.0,3
1989.0,Graduated,75433.0,1,0,28.0,800.0,0.0,297.0,0.0,34.0,57.0,2.0,2.0,5.0,10.0,6.0,0,1,0,1,0,0.0,3,11,0,1,34.0,Partner,3,Adult,1188.0,1
1989.0,Graduated,10404.0,1,0,52.0,2.0,2.0,11.0,10.0,6.0,12.0,2.0,1.0,0.0,4.0,5.0,0,0,0,0,0,0.0,3,11,0,1,34.0,Partner,3,Adult,43.0,1
1968.0,Graduated,61314.0,0,1,1.0,378.0,0.0,189.0,97.0,172.0,172.0,2.0,5.0,5.0,12.0,3.0,0,0,0,0,0,0.0,3,11,0,1,55.0,Partner,3,Adult,1008.0,3
1961.0,Post Graduated,84865.0,0,0,1.0,1248.0,16.0,349.0,43.0,16.0,16.0,1.0,2.0,4.0,9.0,4.0,0,1,1,1,1,0.0,3,11,1,0,62.0,Not Partner,1,Elderly,1688.0,4
1989.0,Graduated,42387.0,1,0,42.0,235.0,0.0,235.0,19.0,4.0,191.0,5.0,8.0,1.0,7.0,8.0,0,0,0,0,0,0.0,3,11,0,1,34.0,Partner,3,Adult,684.0,3
1967.0,Graduated,67309.0,1,1,76.0,515.0,47.0,181.0,149.0,95.0,95.0,10.0,9.0,6.0,9.0,7.0,0,0,0,0,0,0.0,3,11,0,2,56.0,Partner,4,Adult,1082.0,4
1964.0,Graduated,75236.0,0,1,27.0,438.0,66.0,400.0,12.0,38.0,114.0,1.0,8.0,3.0,13.0,4.0,0,0,0,0,0,0.0,3,11,0,1,59.0,Partner,3,Adult,1068.0,4
1970.0,Graduated,30015.0,1,0,28.0,25.0,0.0,22.0,2.0,3.0,5.0,2.0,1.0,0.0,4.0,5.0,0,0,0,0,0,0.0,3,11,0,1,53.0,Not Partner,2,Adult,57.0,0
1956.0,Post Graduated,50943.0,0,1,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0.0,3,11,0,1,67.0,Partner,3,Elderly,46.0,3
1966.0,Graduated,67272.0,0,1,12.0,357.0,35.0,271.0,28.0,28.0,14.0,3.0,6.0,2.0,12.0,5.0,0,0,0,0,0,0.0,3,11,0,1,57.0,Not Partner,2,Adult,733.0,2
1949.0,Post Graduated,51529.0,0,1,14.0,400.0,4.0,35.0,6.0,0.0,22.0,2.0,9.0,1.0,5.0,8.0,0,0,0,0,0,0.0,3,11,0,1,74.0,Not Partner,2,Elderly,467.0,0
1971.0,Post Graduated,32011.0,1,0,89.0,99.0,0.0,15.0,2.0,1.0,5.0,3.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0.0,3,11,0,1,52.0,Partner,3,Adult,122.0,2
1986.0,Graduated,7579.200000000001,1,0,96.0,1.0,11.0,5.0,4.0,6.0,9.0,2.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,37.0,Partner,3,Adult,36.0,4
1989.0,Graduated,28691.0,1,0,56.0,5.0,4.0,13.0,8.0,0.0,4.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,34.0,Partner,3,Adult,34.0,2
1948.0,Post Graduated,56223.0,0,1,72.0,77.0,28.0,31.0,16.0,0.0,4.0,2.0,2.0,1.0,5.0,4.0,0,0,0,0,0,0.0,3,11,0,1,75.0,Partner,3,Elderly,156.0,2
1946.0,Graduated,18100.0,0,0,14.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,3.0,5.0,0,0,0,0,0,0.0,3,11,0,0,77.0,Partner,2,Elderly,14.0,1
1989.0,Graduated,30279.0,1,0,13.0,10.0,4.0,14.0,4.0,4.0,1.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,34.0,Not Partner,2,Adult,37.0,0
1974.0,Graduated,20130.0,0,0,98.0,1.0,6.0,3.0,7.0,6.0,12.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,0,49.0,Partner,2,Adult,35.0,1
1959.0,Graduated,23295.0,0,0,72.0,1.0,0.0,2.0,2.0,12.0,5.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0.0,3,11,0,0,64.0,Not Partner,1,Elderly,22.0,2
1972.0,Post Graduated,42618.0,1,0,92.0,76.0,14.0,74.0,13.0,5.0,10.0,2.0,5.0,0.0,4.0,8.0,0,0,0,0,0,0.0,3,11,0,1,51.0,Not Partner,2,Adult,192.0,2
1964.0,Graduated,81246.0,0,0,87.0,398.0,172.0,537.0,61.0,156.0,37.0,1.0,4.0,5.0,7.0,1.0,1,0,0,1,0,0.0,3,11,0,0,59.0,Not Partner,1,Adult,1361.0,2
1976.0,Graduated,24027.0,1,0,7.0,14.0,7.0,11.0,11.0,0.0,5.0,2.0,2.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,47.0,Partner,3,Adult,48.0,0
1953.0,Post Graduated,55707.0,0,1,91.0,208.0,7.0,82.0,30.0,66.0,35.0,2.0,3.0,2.0,9.0,3.0,0,0,0,0,0,0.0,3,11,0,1,70.0,Partner,3,Elderly,428.0,4
1955.0,Graduated,57959.0,0,1,71.0,430.0,16.0,322.0,43.0,24.0,33.0,5.0,4.0,7.0,11.0,3.0,0,0,0,0,0,0.0,3,11,0,1,68.0,Not Partner,2,Elderly,868.0,2
1969.0,Graduated,56796.0,0,1,24.0,656.0,38.0,161.0,62.0,47.0,37.0,3.0,8.0,9.0,7.0,7.0,0,0,0,0,0,0.0,3,11,0,1,54.0,Partner,3,Adult,1001.0,1
1971.0,Post Graduated,36230.0,1,0,17.0,14.0,2.0,30.0,8.0,2.0,3.0,1.0,2.0,0.0,4.0,5.0,0,0,0,0,0,0.0,3,11,0,1,52.0,Not Partner,2,Adult,59.0,0
1980.0,Graduated,70829.0,1,1,87.0,141.0,70.0,106.0,72.0,19.0,23.0,2.0,4.0,2.0,8.0,3.0,0,0,0,0,0,0.0,3,11,0,2,43.0,Partner,4,Adult,431.0,2
1976.0,Graduated,65991.0,0,1,21.0,507.0,19.0,364.0,25.0,47.0,9.0,3.0,9.0,5.0,10.0,7.0,0,0,0,0,0,0.0,3,11,0,1,47.0,Partner,3,Adult,971.0,4
1972.0,Graduated,38988.0,1,2,90.0,164.0,24.0,103.0,12.0,3.0,42.0,7.0,5.0,1.0,6.0,8.0,0,0,0,0,0,0.0,3,11,0,3,51.0,Partner,5,Adult,348.0,2
1966.0,Graduated,89572.0,0,0,44.0,606.0,24.0,915.0,197.0,177.22000000000025,64.0,1.0,7.0,7.0,9.0,4.0,0,1,0,1,0,0.0,3,11,1,0,57.0,Not Partner,1,Adult,1983.2200000000003,2
1984.0,Post Graduated,42207.0,1,0,71.0,116.0,11.0,72.0,3.0,17.0,46.0,4.0,4.0,1.0,5.0,6.0,1,0,0,0,0,0.0,3,11,1,1,39.0,Partner,3,Adult,265.0,2
1952.0,Graduated,50300.0,0,1,52.0,143.0,15.0,60.0,24.0,23.0,5.0,2.0,2.0,1.0,8.0,2.0,0,0,0,0,0,0.0,3,11,0,1,71.0,Partner,3,Elderly,270.0,1
1982.0,Graduated,66664.0,0,0,78.0,398.0,96.0,447.0,220.0,96.0,32.0,1.0,5.0,7.0,6.0,3.0,0,0,0,0,0,0.0,3,11,0,0,41.0,Partner,2,Adult,1289.0,2
1964.0,Graduated,60597.0,0,1,2.0,522.0,0.0,257.0,32.0,16.0,66.0,4.0,2.0,2.0,8.0,7.0,0,0,0,1,0,0.0,3,11,1,1,59.0,Partner,3,Adult,893.0,1
1949.0,Graduated,70165.0,0,0,60.0,161.0,0.0,253.0,199.0,177.22000000000025,122.0,1.0,3.0,7.0,11.0,1.0,0,0,0,0,0,0.0,3,11,0,0,74.0,Not Partner,1,Elderly,912.2200000000003,3
1958.0,Post Graduated,50520.0,0,1,25.0,112.0,0.0,6.0,2.0,1.0,14.0,2.0,3.0,1.0,3.0,6.0,0,0,0,0,0,0.0,3,11,0,1,65.0,Not Partner,2,Elderly,135.0,2
1963.0,Graduated,80124.0,0,0,47.0,483.0,84.0,398.0,205.0,84.0,227.0,1.0,3.0,7.0,8.0,1.0,1,0,0,0,0,0.0,3,11,0,0,60.0,Partner,2,Adult,1481.0,4
1975.0,Graduated,33183.0,1,0,46.0,7.0,5.0,39.0,17.0,15.0,37.0,2.0,4.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,1,48.0,Partner,3,Adult,120.0,2
1969.0,Post Graduated,66582.0,0,0,83.0,789.0,25.0,420.0,16.0,38.0,0.0,1.0,2.0,8.0,9.0,1.0,0,0,0,0,0,0.0,3,11,0,0,54.0,Not Partner,1,Adult,1288.0,2
1955.0,Post Graduated,75261.0,0,0,17.0,1239.0,17.0,413.0,23.0,34.0,17.0,1.0,5.0,6.0,5.0,2.0,0,1,1,0,0,0.0,3,11,1,0,68.0,Partner,2,Elderly,1743.0,2
1970.0,Graduated,31880.0,1,0,13.0,4.0,1.0,5.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0.0,3,11,0,1,53.0,Not Partner,2,Adult,15.0,1
1951.0,Graduated,53790.0,0,2,86.0,335.0,42.0,127.0,28.0,5.0,5.0,3.0,7.0,2.0,8.0,6.0,0,0,0,0,0,0.0,3,11,0,2,72.0,Partner,4,Elderly,542.0,4
1971.0,Post Graduated,49269.0,1,0,92.0,639.0,8.0,166.0,11.0,8.0,58.0,3.0,7.0,3.0,12.0,7.0,0,0,0,0,0,0.0,3,11,0,1,52.0,Partner,3,Adult,890.0,4
1975.0,Graduated,61456.0,0,1,47.0,563.0,76.0,384.0,84.0,177.22000000000025,89.0,4.0,6.0,10.0,13.0,4.0,0,0,0,0,0,0.0,3,11,0,1,48.0,Partner,3,Adult,1373.2200000000003,1
1980.0,Graduated,37406.0,1,0,18.0,2.0,0.0,8.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,8.0,0,0,0,0,0,0.0,3,11,1,1,43.0,Partner,3,Adult,17.0,2
1981.0,Post Graduated,56937.0,1,0,81.0,746.0,8.0,125.0,11.0,8.0,8.0,7.0,8.0,6.0,9.0,6.0,0,1,0,0,0,0.0,3,11,1,1,42.0,Partner,3,Adult,906.0,0
1978.0,Graduated,38415.0,1,1,91.0,22.0,1.0,13.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,2,45.0,Partner,4,Adult,44.0,2
1988.0,Graduated,20518.0,1,0,58.0,4.0,1.0,6.0,4.0,1.0,9.0,1.0,1.0,1.0,2.0,5.0,0,0,0,0,0,0.0,3,11,0,1,35.0,Not Partner,2,Adult,25.0,2
1956.0,Graduated,62503.0,0,1,40.0,478.0,0.0,193.0,110.0,75.0,117.0,4.0,8.0,3.0,11.0,5.0,0,0,0,0,0,0.0,3,11,0,1,67.0,Partner,3,Elderly,973.0,3
1972.0,Post Graduated,41644.0,1,1,67.0,20.0,3.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0,0,0,0,0,0.0,3,11,0,2,51.0,Not Partner,3,Adult,31.0,4
1977.0,Post Graduated,55842.0,0,1,19.0,451.0,0.0,39.0,0.0,4.0,24.0,1.0,7.0,1.0,8.0,5.0,0,0,0,0,0,0.0,3,11,0,1,46.0,Partner,3,Adult,518.0,2
1972.0,Post Graduated,62010.0,0,1,93.0,371.0,22.0,39.0,6.0,0.0,92.0,4.0,6.0,2.0,7.0,5.0,0,0,0,0,0,0.0,3,11,0,1,51.0,Partner,3,Adult,530.0,0
1977.0,Graduated,41124.0,1,0,41.0,281.0,7.0,84.0,15.0,0.0,119.0,7.0,7.0,3.0,4.0,8.0,0,0,0,0,0,0.0,3,11,0,1,46.0,Partner,3,Adult,506.0,2
1973.0,Post Graduated,38961.0,1,0,60.0,19.0,7.0,19.0,0.0,1.0,24.0,1.0,2.0,1.0,2.0,7.0,0,0,0,0,0,0.0,3,11,0,1,50.0,Partner,3,Adult,70.0,0
1972.0,Post Graduated,37760.0,1,0,54.0,26.0,3.0,13.0,2.0,10.0,0.0,1.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0.0,3,11,0,1,51.0,Not Partner,2,Adult,54.0,0
1974.0,Graduated,32233.0,1,0,26.0,138.0,15.0,35.0,25.0,11.0,72.0,2.0,6.0,2.0,2.0,9.0,1,0,0,0,0,0.0,3,11,1,1,49.0,Not Partner,2,Adult,296.0,0
1975.0,Graduated,43057.0,0,1,30.0,213.0,2.0,44.0,0.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,0,0,0,0,0,0.0,3,11,0,1,48.0,Partner,3,Adult,266.0,4
1960.0,Post Graduated,83151.0,0,0,93.0,407.0,28.0,100.0,120.0,74.0,18.0,1.0,5.0,9.0,4.0,3.0,0,0,0,0,0,0.0,3,11,0,0,63.0,Partner,2,Elderly,747.0,2
1964.0,Post Graduated,78825.0,0,0,35.0,483.0,74.0,114.0,169.0,37.0,18.0,1.0,5.0,10.0,13.0,3.0,0,0,0,0,0,0.0,3,11,1,0,59.0,Not Partner,1,Adult,895.0,2
1976.0,Post Graduated,65104.0,0,1,4.0,738.0,0.0,232.0,13.0,20.0,50.0,2.0,3.0,5.0,7.0,7.0,0,0,0,0,0,0.0,3,11,0,1,47.0,Partner,3,Adult,1053.0,2
1974.0,Graduated,60093.0,0,1,92.0,502.0,12.0,109.0,16.0,6.0,90.0,2.0,7.0,2.0,10.0,6.0,0,0,0,0,0,0.0,3,11,0,1,49.0,Partner,3,Adult,735.0,1
1969.0,Graduated,14045.0,1,0,24.0,11.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,1,54.0,Partner,3,Adult,20.0,1
1952.0,Graduated,28457.0,0,0,96.0,24.0,1.0,108.0,29.0,29.0,14.0,1.0,4.0,1.0,4.0,8.0,0,0,0,0,0,0.0,3,11,0,0,71.0,Not Partner,1,Elderly,205.0,3
1958.0,Post Graduated,78952.0,0,1,11.0,1170.0,19.0,594.0,99.0,76.0,134.0,2.0,2.0,5.0,12.0,6.0,0,0,0,0,0,0.0,3,11,0,1,65.0,Partner,3,Elderly,2092.0,2
1976.0,Graduated,46310.0,1,0,98.0,185.0,2.0,88.0,15.0,5.0,14.0,2.0,6.0,1.0,5.0,8.0,0,0,0,0,0,0.0,3,11,0,1,47.0,Not Partner,2,Adult,309.0,1
1955.0,Graduated,76005.0,0,0,72.0,983.0,20.0,389.0,226.22000000000025,50.0,40.0,1.0,3.0,5.0,13.0,6.0,0,0,0,1,0,0.0,3,11,0,0,68.0,Partner,2,Elderly,1708.2200000000003,0
1964.0,Post Graduated,58308.0,0,1,77.0,691.0,0.0,69.0,10.0,0.0,130.0,4.0,2.0,6.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,59.0,Not Partner,2,Adult,900.0,2
1945.0,Post Graduated,55614.0,0,0,85.0,504.0,13.0,131.0,8.0,0.0,26.0,1.0,9.0,4.0,6.0,7.0,0,1,0,0,0,0.0,3,11,0,0,78.0,Not Partner,1,Elderly,682.0,0
1962.0,Post Graduated,59432.0,0,1,88.0,317.0,25.0,265.0,25.0,19.0,12.0,3.0,5.0,3.0,11.0,5.0,0,0,0,0,0,0.0,3,11,0,1,61.0,Not Partner,2,Elderly,663.0,1
1978.0,Graduated,55563.0,0,1,22.0,29.0,1.0,9.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,0,0,0,0,0,0.0,3,11,0,1,45.0,Not Partner,2,Adult,43.0,0
1971.0,Post Graduated,78642.0,0,1,83.0,1285.0,0.0,322.0,46.0,35.0,17.0,1.0,4.0,9.0,4.0,6.0,0,0,0,0,0,0.0,3,11,0,1,52.0,Partner,3,Adult,1705.0,1
1949.0,Post Graduated,67911.0,0,1,63.0,529.0,0.0,356.0,63.0,28.0,0.0,3.0,6.0,7.0,11.0,3.0,0,0,0,0,0,0.0,3,11,0,1,74.0,Partner,3,Elderly,976.0,0
1945.0,Graduated,65275.0,0,0,9.0,388.0,14.0,218.0,91.0,14.0,21.0,1.0,4.0,3.0,13.0,2.0,0,0,0,0,0,0.0,3,11,0,0,78.0,Partner,2,Elderly,746.0,2
1950.0,Graduated,27203.0,1,1,92.0,13.0,2.0,21.0,4.0,0.0,24.0,2.0,1.0,1.0,2.0,8.0,0,0,0,0,0,0.0,3,11,0,2,73.0,Partner,4,Elderly,64.0,2
1961.0,Post Graduated,48330.0,0,1,2.0,28.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0.0,3,11,0,1,62.0,Partner,3,Elderly,32.0,2
1990.0,Not Graduated,24279.0,0,0,6.0,16.0,36.0,21.0,20.0,62.0,108.0,1.0,4.0,1.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,0,33.0,Partner,2,Adult,263.0,0
1985.0,Post Graduated,64355.0,1,0,66.0,1047.0,0.0,140.0,67.0,38.0,153.0,2.0,4.0,3.0,12.0,8.0,0,0,0,0,0,0.0,3,11,0,1,38.0,Partner,3,Adult,1445.0,1
1956.0,Post Graduated,50943.0,0,1,49.0,31.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,0.0,3.0,5.0,0,0,0,0,0,0.0,3,11,0,1,67.0,Partner,3,Elderly,46.0,4
1953.0,Graduated,53653.0,0,0,29.0,815.0,10.0,239.0,28.0,10.0,108.0,2.0,10.0,4.0,12.0,6.0,0,0,0,0,0,0.0,3,11,0,0,70.0,Not Partner,1,Elderly,1210.0,2
1976.0,Graduated,65665.0,0,1,77.0,225.0,162.0,387.0,106.0,36.0,29.0,1.0,5.0,10.0,8.0,3.0,0,0,0,0,0,0.0,3,11,0,1,47.0,Partner,3,Adult,945.0,2
1989.0,Graduated,81217.0,0,0,77.0,493.0,70.0,324.0,146.0,40.0,84.0,1.0,3.0,7.0,11.0,1.0,0,0,0,0,0,0.0,3,11,0,0,34.0,Not Partner,1,Adult,1157.0,4
1992.0,Graduated,34935.0,0,0,71.0,34.0,4.0,66.0,3.0,10.0,20.0,1.0,2.0,1.0,4.0,7.0,0,0,0,0,0,0.0,3,11,0,0,31.0,Partner,2,Adult,137.0,0
1959.0,Graduated,61250.0,0,1,49.0,382.0,138.0,65.0,60.0,26.0,59.0,6.0,5.0,2.0,12.0,5.0,0,0,0,0,0,0.0,3,11,0,1,64.0,Not Partner,2,Elderly,730.0,1
1981.0,Post Graduated,39665.0,1,0,97.0,127.0,1.0,56.0,0.0,1.0,31.0,3.0,4.0,2.0,3.0,7.0,1,0,0,0,0,0.0,3,11,0,1,42.0,Partner,3,Adult,216.0,2
1979.0,Graduated,60152.0,0,1,6.0,325.0,83.0,300.0,86.0,58.0,91.0,1.0,6.0,4.0,12.0,3.0,0,0,0,0,0,0.0,3,11,0,1,44.0,Not Partner,2,Adult,943.0,1
1964.0,Graduated,48920.0,0,2,93.0,238.0,17.0,68.0,8.0,10.0,6.0,3.0,6.0,2.0,5.0,7.0,0,1,0,0,0,0.0,3,11,0,2,59.0,Partner,4,Adult,347.0,1
1959.0,Post Graduated,89120.0,0,0,78.0,1168.0,92.0,408.0,72.0,129.0,55.0,1.0,5.0,6.0,7.0,1.0,0,0,1,0,0,0.0,3,11,0,0,64.0,Partner,2,Elderly,1924.0,2
1946.0,Post Graduated,44124.0,0,1,62.0,284.0,0.0,55.0,0.0,6.0,52.0,4.0,6.0,2.0,5.0,8.0,0,0,0,0,0,0.0,3,11,0,1,77.0,Partner,3,Elderly,397.0,2
1975.0,Post Graduated,81169.0,0,0,47.0,1285.0,20.0,613.0,80.0,61.0,27.0,1.0,5.0,7.0,9.0,2.0,0,0,0,0,0,0.0,3,11,0,0,48.0,Not Partner,1,Adult,2086.0,0
1961.0,Graduated,36443.0,1,1,9.0,65.0,0.0,46.0,4.0,3.0,20.0,4.0,3.0,1.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,2,62.0,Partner,4,Elderly,138.0,2
1990.0,Graduated,26095.0,1,0,77.0,11.0,7.0,9.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,1,33.0,Not Partner,2,Adult,42.0,0
1959.0,Graduated,71367.0,0,0,24.0,227.0,23.0,389.0,42.0,21.0,75.0,1.0,4.0,5.0,7.0,2.0,0,0,0,0,0,0.0,3,11,0,0,64.0,Partner,2,Elderly,777.0,0
1945.0,Post Graduated,80184.0,0,0,19.0,1035.0,134.0,670.0,25.0,38.0,0.0,1.0,6.0,3.0,10.0,3.0,0,0,1,1,0,0.0,3,11,0,0,78.0,Partner,2,Elderly,1902.0,2
1965.0,Graduated,30630.0,1,1,67.0,27.0,1.0,12.0,2.0,0.0,10.0,2.0,2.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,2,58.0,Not Partner,3,Adult,52.0,2
1987.0,Post Graduated,73454.0,0,0,95.0,982.0,73.0,351.0,56.0,14.0,175.0,1.0,2.0,4.0,6.0,5.0,1,0,0,0,0,0.0,3,11,0,0,36.0,Not Partner,1,Adult,1651.0,4
1991.0,Graduated,42691.0,0,0,48.0,179.0,2.0,64.0,38.0,17.0,58.0,1.0,5.0,1.0,6.0,5.0,0,0,0,0,0,0.0,3,11,0,0,32.0,Partner,2,Adult,358.0,2
1953.0,Graduated,70503.0,0,0,73.0,1285.0,33.0,216.0,0.0,33.0,66.0,1.0,2.0,4.0,9.0,6.0,0,1,1,0,0,0.0,3,11,0,0,70.0,Partner,2,Elderly,1633.0,1
1987.0,Graduated,25545.0,1,0,35.0,32.0,1.0,64.0,16.0,12.0,85.0,3.0,2.0,2.0,3.0,6.0,0,0,0,0,0,0.0,3,11,1,1,36.0,Partner,3,Adult,210.0,0
1986.0,Graduated,32880.0,1,0,76.0,8.0,4.0,15.0,7.0,6.0,2.0,1.0,1.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,37.0,Partner,3,Adult,42.0,2
1958.0,Post Graduated,77863.0,0,0,20.0,881.0,38.0,319.0,16.0,25.0,12.0,1.0,4.0,5.0,10.0,2.0,0,0,0,0,0,0.0,3,11,0,0,65.0,Partner,2,Elderly,1291.0,4
1977.0,Post Graduated,50353.0,0,0,72.0,141.0,15.0,153.0,67.0,31.0,35.0,1.0,4.0,4.0,6.0,3.0,0,0,0,0,0,0.0,3,11,0,0,46.0,Partner,2,Adult,442.0,3
1964.0,Graduated,61839.0,0,0,20.0,1000.0,155.0,379.0,224.0,17.0,120.0,1.0,4.0,8.0,4.0,8.0,0,0,0,0,0,0.0,3,11,0,0,59.0,Not Partner,1,Adult,1895.0,4
1960.0,Post Graduated,49154.0,1,1,69.0,206.0,10.0,67.0,30.0,27.0,71.0,6.0,4.0,1.0,8.0,6.0,0,0,0,0,0,0.0,3,11,0,2,63.0,Partner,4,Elderly,411.0,0
1975.0,Graduated,47682.0,0,1,80.0,162.0,61.0,83.0,97.0,57.0,61.0,4.0,4.0,3.0,8.0,5.0,0,0,0,0,0,0.0,3,11,0,1,48.0,Not Partner,2,Adult,521.0,2
1969.0,Graduated,72679.0,0,1,65.0,619.0,54.0,260.0,127.0,54.0,54.0,1.0,4.0,7.0,5.0,1.0,0,0,0,0,0,0.0,3,11,0,1,54.0,Not Partner,2,Adult,1168.0,2
1977.0,Post Graduated,57954.0,1,1,52.0,456.0,4.0,24.0,0.0,0.0,9.0,7.0,8.0,2.0,6.0,7.0,0,1,0,0,0,0.0,3,11,0,2,46.0,Partner,4,Adult,493.0,3
1962.0,Graduated,65316.0,1,1,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,0,0,0,0,0,0.0,3,11,0,2,61.0,Partner,4,Elderly,260.0,0
1982.0,Graduated,28567.0,1,0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0,0,0,0,0,0.0,3,11,0,1,41.0,Not Partner,2,Adult,46.0,1
1951.0,Post Graduated,47352.0,0,1,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,0,0,0,0,0,0.0,3,11,0,1,72.0,Partner,3,Elderly,319.0,3
1967.0,Graduated,44931.0,0,1,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,0,0,0,0,0,0.0,3,11,0,1,56.0,Partner,3,Adult,96.0,3
1967.0,Graduated,76982.0,0,0,19.0,464.0,151.0,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,0,0,1,0,0,0.0,3,11,1,0,56.0,Not Partner,1,Adult,1062.0,4
1952.0,Graduated,57247.0,0,1,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,0,0,0,0,0,0.0,3,11,0,1,71.0,Partner,3,Elderly,232.0,4
1981.0,Post Graduated,22944.0,1,0,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,0,0,0,0,0,0.0,3,11,0,1,42.0,Not Partner,2,Adult,76.0,0
1977.0,Graduated,25315.0,1,0,46.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,0,0,0,0,0,0.0,3,11,0,1,46.0,Partner,3,Adult,54.0,3
1969.0,Graduated,43638.0,0,1,37.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,0,0,0,0,0,0.0,3,11,0,1,54.0,Not Partner,2,Adult,201.0,2
